ra  dec  z  Mr mu r50 C ur smass sfr ssfr d4000 w mest tau zm rsf pe ps nuvr flag
118.4717 52.0051   0.083 -20.964  20.263  2.899   3.203   2.806   11.045  -0.757 -11.880   1.808 0.019 11.439  10.6899   0.0280  -2.4379   0.750   0.230   5.005      3
118.5660 51.9949   0.084 -19.520  21.552  2.698   2.779   2.263   10.703   0.078 -10.668   1.600 0.143 10.802   5.6641   0.0179  -0.8391   0.000   1.000   3.985      2
119.1058 51.3446   0.054 -20.232  20.152  2.076   3.197   2.544   10.715   0.442 -10.317   1.579 0.045 11.143   9.7616   0.0287  -1.5739   0.610   0.370   4.278      1
118.9580 51.3119   0.054 -19.873  21.980  4.088   2.257   1.930   10.402   0.117 -10.341   1.395 0.079 10.966  11.1319   0.0116  -5.3706   0.820   0.040   2.662      2
119.1430 51.3653   0.054 -18.938  20.574  1.391   2.617   2.691   10.030  -1.596 -11.673   1.816 0.272 10.224   8.3827   0.0201  -3.3228   0.730   0.180   5.413     -1
119.0049 51.3270   0.055 -18.516  20.646  1.182   2.600   2.772   10.113  -1.178 -11.354   1.633 0.481 10.148   7.3406   0.0221  -1.3405   0.170   0.710   5.251     -1
118.7826 52.0153   0.069 -21.263  20.067  3.123   3.174   2.846   11.174  -0.781 -11.999   1.893 0.012 11.361   7.6754   0.0342  -7.8361   0.180   0.780   4.264      5
118.8962 51.8723   0.069 -19.390  21.772  2.892   2.269   1.805   10.202   0.068 -10.190   1.259 0.168 10.565   7.2140   0.0077  -3.3414   0.110   0.750   2.985      1
118.7849 52.0320   0.068 -19.276  20.724  1.695   2.565   2.562   10.217  -1.138 -11.403   1.818 0.183 10.595   8.8797   0.0201  -1.8387   0.170   0.760   5.084     -1
119.3322 52.0068   0.083 -21.687  20.272  4.066   2.908   2.918   11.451  -0.679 -12.158   2.003 0.007 11.561  11.3639   0.0296  -7.2230   0.500   0.040   6.340     -1
119.3503 52.0040   0.082 -19.934  21.504  3.205   2.303   2.194   10.673   0.377 -10.347   1.464 0.081 10.509   1.2630   0.0488   0.0000   0.500   0.040   3.963      2
121.1686 52.6597   0.083 -20.133  20.444  2.149   3.054   2.970   10.715  -1.370 -12.135   1.887 0.061 10.962  11.0670   0.0215  -2.9212   0.110   0.690   6.508     -1
121.1353 52.6671   0.083 -19.408  21.743  2.802   2.027   1.482    9.787   0.168  -9.675   1.300 0.177 10.119   2.7472   0.0062  -0.1791   0.110   0.690   2.041      1
121.0086 52.5202   0.087 -20.464  19.887  1.926   2.917   2.272   10.756   0.431 -10.373   1.441 0.040 10.901   4.1734   0.0371  -0.5307   0.500   0.400   3.542      3
119.6327 52.6209   0.137 -21.048  20.287  2.766   3.030   2.961   11.109  -0.859 -12.022   1.954 0.025 11.306  10.4886   0.0270  -3.6632   0.860   0.140   6.130     -1
119.7204 52.5823   0.137 -20.885  20.713  3.123   2.573   2.756   11.029  -0.601 -11.677   2.048 0.030 11.227  11.1365   0.0347  -3.5404   0.030   0.970   3.888     -1
119.2228 53.1660   0.085 -20.626  21.440  4.257   2.852   2.688   10.826  -0.817 -11.662   1.841 0.031 11.030  10.6983   0.0235  -4.1406   0.840   0.100   3.998      4
119.1534 53.2908   0.084 -20.424  20.545  2.574   2.735   2.541   10.853   0.247 -10.658   1.660 0.041 11.249   9.4832   0.0226  -1.4529   0.370   0.630   4.057      2
119.1397 53.3490   0.085 -19.543  21.615  2.802   2.853   2.077   10.468   0.447 -10.077   1.340 0.142 10.565   2.5139   0.0105  -0.1162   0.130   0.420   3.237      1
119.5456 53.0438   0.134 -21.616  21.573  6.536   2.262   2.960   11.257  -0.654 -11.989   1.997 0.011 11.516  11.4226   0.0278 -99.0000   0.150   0.820   3.792      5
120.8747 53.8216   0.139 -20.705  20.844  3.042   2.350   1.859   10.626   0.698  -9.977   1.340 0.037 10.948   6.3740   0.0335  -0.9198   0.040   0.960   2.792      1
122.0976 55.8211   0.142 -20.825  21.762  4.881   2.209   2.082   10.809   0.465 -10.397   1.562 0.032 11.184   7.9621   0.0175  -2.9925   0.130   0.870   3.024      4
122.0164 55.2071   0.082 -19.944  20.763  2.286   2.853   1.544   10.029   0.327  -9.753   1.255 0.083 10.588   6.2874   0.0202  -1.8686   0.120   0.460   2.299      1
125.0615 57.1094   0.080 -20.114  22.122  4.640   1.924   2.186   10.429  -0.276 -10.759   1.652 0.064 10.802   9.7545   0.0149  -1.5628   0.040   0.870   3.011      2
124.9323 57.0073   0.080 -19.649  20.948  2.181   2.580   2.834   11.100   0.878 -10.275   1.370 0.113 11.400   8.2197   0.0167  -1.7565   0.130   0.790   5.433      1
124.9677 56.9899   0.079 -19.245  21.820  2.712   2.268   2.578   10.407  -0.388 -10.853   1.482 0.204 10.705   7.2125   0.0253 -99.0000   0.040   0.960   3.667      2
124.9503 56.7887   0.081 -20.256  21.643  3.969   1.949   1.604   10.268   0.532  -9.794   1.346 0.054 10.676   7.7251   0.0151  -0.9816   0.650   0.310   2.005      1
117.1147 16.8847   0.112 -20.106  21.592  3.421   2.167   2.560   10.609  -0.777 -11.436   1.864 0.076 10.803   9.6430   0.0393  -1.6954   0.150   0.520   3.634     -1
116.8924 18.0152   0.090 -21.055  19.949  2.587   3.139   2.804   11.053  -0.952 -12.048   1.974 0.018 11.224  10.9178   0.0230  -2.6374   0.720   0.280   6.453     -1
118.9843 16.6577   0.095 -21.122  19.924  2.611   3.012   3.178   11.283  -0.530 -11.856   1.969 0.017 11.453  11.1828   0.0277  -3.2166   0.700   0.130   5.705     -1
119.0258 16.7339   0.094 -20.949  20.183  2.720   2.580   1.598   10.559   1.056  -9.554   1.179 0.022 11.024   7.6791   0.0264  -1.6704   0.140   0.550   2.754      1
119.0533 16.6897   0.094 -19.610  21.474  2.660   2.333   2.425   10.527  -0.434 -11.010   1.645 0.135 10.716   7.6675   0.0228  -9.0845   0.470   0.340   4.158      2
121.5764 20.3350   0.062 -19.471  19.877  1.270   2.043   2.752   10.460  -0.644 -11.159   1.764 0.115 10.886  10.4798   0.0275  -2.4741   0.680   0.240   1.633      4
121.8194 20.1408   0.141 -21.696  20.681  4.434   3.041   3.199   11.438  -0.771 -12.292   2.113 0.011 11.556  11.3749   0.0225  -4.0600   0.400   0.330   6.373     -1
121.6161 20.0685   0.143 -20.940  21.002  3.622   2.846   2.813   11.058  -0.505 -11.622   1.840 0.030 11.078  10.4543   0.0231  -2.2612   0.660   0.130   5.343     -1
121.1779 17.0112   0.104 -21.241  20.999  4.456   2.918   2.930   11.160  -0.852 -12.096   1.924 0.015 11.329   9.7288   0.0297  -6.5963   0.810   0.190   5.573     -1
120.8377 17.6695   0.090 -20.001  20.463  2.015   2.416   1.931   10.263   0.273 -10.043   1.255 0.078 10.522   6.0746   0.0395  -0.6641   0.300   0.520   2.601      1
122.8039 20.2752   0.068 -20.722  19.734  2.092   3.488   2.638   10.845  -0.710 -11.608   1.922 0.025 11.198  10.9834   0.0252  -3.0022   0.900   0.020   5.618      5
122.7335 20.2331   0.067 -19.614  21.714  3.128   2.386   2.313   10.543   0.322 -10.265   1.347 0.114 10.957   7.3054   0.0261  -0.8514   0.020   0.980   3.489      1
122.3560 20.1701   0.143 -21.691  21.162  5.509   3.203   2.781   11.378  -0.480 -11.921   1.914 0.011 11.517  10.9346   0.0272  -7.9427   0.940   0.040   6.054     -1
122.3240 20.1604   0.145 -21.314  20.372  3.209   2.732   2.706   11.109  -0.582 -11.746   1.870 0.017 11.261  10.4243   0.0309  -2.2334   0.140   0.820   5.433     -1
124.4978 19.0695   0.083 -20.776  21.237  4.169   3.018   2.878   11.327   0.188 -11.180   1.802 0.025 11.532   9.1233   0.0401  -7.8872   0.040   0.960   5.525      5
124.4818 19.1285   0.082 -19.664  21.056  2.303   2.619   2.896   10.738  -0.531 -11.322   1.712 0.114 11.016  10.2627   0.0226  -2.2129   0.040   0.910   5.285      5
123.4772 19.0623   0.130 -21.139  21.619  5.396   2.806   2.931   11.642   0.127 -11.577   1.839 0.021 11.752   7.6909   0.0469  -7.5361   0.390   0.230   4.917      5
123.4884 19.0448   0.129 -20.341  21.990  4.439   2.394   2.494   10.859  -0.045 -10.961   1.595 0.061 11.265   8.1970   0.0139  -5.8531   0.020   0.980   3.473      5
123.6815 19.8369   0.132 -20.944  21.049  3.775   2.478   1.484   10.436   0.849  -9.641   1.180 0.024 10.844   5.4495   0.0335  -0.8990   0.280   0.500   2.186      1
125.3650 22.9289   0.084 -19.426  20.793  1.821   2.423   1.815   10.128   0.359  -9.821   1.235 0.169 10.405   3.3284   0.0342  -0.3254   0.110   0.820   2.915      1
125.0546 21.6653   0.115 -20.533  20.841  2.927   3.491   2.617   10.861  -0.313 -11.229   1.676 0.043  1.996  99.0000  99.0000  99.0000   0.520   0.060   4.228      5
124.5486 23.0665   0.095 -20.855  20.788  3.440   3.060   2.563   11.010   0.096 -10.970   1.646 0.024 11.223   6.7575   0.0453  -0.7648   0.020   0.980   3.497      3
124.6090 23.0821   0.094 -20.601  19.709  1.865   3.008   2.890   10.941  -0.997 -11.995   1.923 0.034 11.331  10.5910   0.0218  -2.2041   0.530   0.420   4.987      5
124.6521 23.1910   0.093 -19.780  21.431  2.827   2.128   1.358    9.894   0.284  -9.664   1.214 0.109 10.383   6.3579   0.0125  -1.3134   0.070   0.820   1.843      1
125.3950 23.2066   0.093 -20.790  21.545  4.745   2.697   2.442   10.987  -0.233 -11.295   1.756 0.026 11.189   9.9482   0.0238  -1.8786   0.120   0.240   4.227      5
125.4727 23.2439   0.093 -19.606  21.152  2.295   2.423   1.296    9.735   0.238  -9.560   1.154 0.140 10.116   7.1185   0.0432  -1.8459   0.150   0.590   2.091      1
125.9125 23.4972   0.093 -19.803  21.531  2.993   2.235   2.326   10.403  -0.165 -10.621   1.414 0.103 10.697   6.4425   0.0146  -1.6309   0.490   0.320   3.004      2
125.9269 21.0615   0.092 -22.142  20.062  4.473   3.232   2.937   11.551  -0.658 -12.266   2.016 0.004 11.588   9.1320   0.0242  -1.8608   1.000   0.000   6.109     -1
125.9494 21.0336   0.092 -21.627  20.442  4.204   3.330   2.805   11.327  -0.458 -11.838   2.017 0.008 11.625  11.2328   0.0274  -3.5726   0.830   0.000   6.289     -1
124.9789 21.0485   0.091 -20.003  21.490  3.233   2.576   1.692   10.107   0.292  -9.864   1.274 0.079 10.586   7.1238   0.0152  -4.3872   0.000   1.000   2.545      2
124.9982 21.0545   0.091 -19.829  20.909  2.282   2.754   1.480    9.961   0.209  -9.800   1.195 0.101 10.240   5.3562   0.0233  -0.6678   0.120   0.510   2.706      1
126.8212 21.3479   0.113 -20.604  21.327  3.801   2.416   2.401   10.786  -0.009 -10.849   1.773 0.038 10.891   9.9919   0.0309  -1.8068   0.290   0.670   2.969      2
126.9333 21.4110   0.113 -20.153  21.530  3.393   2.366   1.880   10.390   0.331 -10.111   1.295 0.070 10.891   7.6838   0.0111  -2.5622   0.020   0.940   2.381      1
126.8382 21.3848   0.113 -20.090  21.817  3.757   2.116   1.856   10.310   0.386  -9.975   1.273 0.076 10.775   9.2129   0.0128  -5.3852   0.080   0.810   2.162      2
127.1136 21.4172   0.055 -20.390  20.190  2.271   3.164   2.739   10.777  -1.037 -11.862   1.940 0.036 10.994  11.0736   0.0259  -3.0957   0.910   0.060   5.470     -1
127.1714 21.4106   0.054 -19.970  19.887  1.629   2.970   2.754   10.617  -1.113 -11.780   1.841 0.065 10.856  10.5916   0.0261  -3.7806   0.500   0.500   4.488      5
127.7543 23.8404   0.087 -21.101  21.316  4.980   1.919   1.935   10.292  -0.294 -10.632   1.517 0.017 11.384  10.0281   0.0173  -6.1418   0.000   1.000   2.618      2
126.4643 23.8792   0.092 -19.807  21.336  2.746   2.932   2.931   10.677  -0.820 -11.547   1.646 0.102 10.639   2.2087   0.0340   0.0000   0.170   0.680   4.191     -1
128.5422 24.4650   0.086 -19.601  21.856  3.210   2.048   1.453    9.896   0.200  -9.750   1.281 0.136 10.259   4.7675   0.0243  -0.6865   0.050   0.840   2.172      1
129.6452 22.8086   0.126 -20.564  20.831  2.902   2.371   2.232   10.630   0.146 -10.540   1.491 0.043 10.678   1.2065   0.0484   0.0000   0.310   0.460   3.079      2
128.8758 22.5312   0.076 -19.386  20.909  1.915   1.992   1.779   10.160   0.352  -9.870   1.285 0.171 10.525   4.7144   0.0185  -1.7871   0.310   0.390   2.418      1
127.9457 22.6780   0.088 -19.991  21.573  3.354   2.017   1.519   10.169   0.404  -9.823   1.196 0.080 10.595   5.4870   0.0315  -0.9141   0.000   0.980   2.196      1
127.9951 22.5117   0.087 -19.475  21.697  2.809   2.568   3.775   10.561  -0.162 -10.758   1.492 0.156 10.976   9.3970   0.0153  -5.7276   0.010   0.990   3.792      2
127.3603 22.7434   0.087 -21.500  20.282  3.718   3.191   2.983   11.288  -1.003 -12.367   1.996 0.010 11.449  11.1765   0.0284  -9.8127   0.910   0.090   5.580     -1
127.3690 22.7273   0.088 -19.931  21.674  3.425   2.288   2.667   10.710   0.538 -10.228   1.322 0.084 10.792   6.2164   0.0204  -1.2202   0.120   0.840   4.339      2
131.5436 25.2177   0.087 -21.169  20.953  4.352   1.881   1.605   10.735   0.768 -10.017   1.277 0.016 10.925   1.6435   0.0485   0.0000   0.000   0.840   2.100      1
130.3889 24.7863   0.085 -20.547  20.536  2.704   2.604   2.371   10.754  -0.137 -10.927   1.674 0.035 11.118   9.9153   0.0246  -1.6614   0.610   0.370   3.265      5
129.9143 24.9942   0.070 -20.664  20.523  2.920   3.090   1.850   10.744   0.578 -10.213   1.377 0.028 11.159   9.2746   0.0168  -1.3255   0.020   0.980   2.700      1
129.9512 25.0285   0.072 -20.275  20.738  2.682   2.458   2.394   10.591  -0.269 -10.908   1.625 0.048 11.061   7.6494   0.0216  -1.3135   0.040   0.960   3.274      5
130.1015 24.9055   0.072 -19.949  19.825  1.516   2.693   2.981   10.758  -1.120 -11.939   1.974 0.072 11.042  11.2072   0.0311  -3.2931   0.690   0.270   5.390      5
130.3557 26.6614   0.141 -21.137  20.402  3.019   3.046   2.739   11.095  -0.676 -11.807   1.894 0.022 11.334  10.9707   0.0208  -2.7286   0.770   0.230   5.575     -1
130.3041 26.6913   0.142 -20.902  20.704  3.107   2.951   2.316   10.675  -0.237 -10.960   1.583 0.029 10.737   6.3175   0.0421  -0.6312   0.700   0.150   4.875     -1
130.4545 26.6935   0.085 -20.637  20.010  2.213   3.386   2.547   10.687  -0.779 -11.526   1.770 0.031 10.845   9.6830   0.0253  -1.7173   0.760   0.190   5.436     -1
130.0502 23.9775   0.063 -20.530  21.438  4.238   2.315   1.803   10.707   0.730 -10.020   1.318 0.033 10.992   8.3635   0.0334  -0.9838   0.030   0.970   2.614      1
130.0835 23.8773   0.062 -19.798  20.144  1.669   3.390   2.723   10.505  -1.225 -11.769   1.932 0.086 10.642  10.5412   0.0309  -3.4167   0.850   0.130   5.706     -1
130.0906 23.8431   0.062 -19.200  21.433  2.296   2.210   1.645    9.887   0.116  -9.826   1.276 0.218 10.141   2.6836   0.0143   0.0000   0.050   0.910   2.069      1
130.0336 23.8445   0.062 -19.008  21.261  1.939   2.373   1.561    9.654  -0.068  -9.776   1.196 0.280 10.162   7.0533   0.0039  -3.8081   0.170   0.760   2.494      1
132.0730 24.5028   0.084 -19.810  21.184  2.601   2.194   2.096   10.253  -0.113 -10.418   1.445 0.098 10.572   4.5749   0.0211  -0.5204   0.050   0.880   3.034      3
131.8264 25.4442   0.066 -18.872  20.882  1.520   2.668   2.718   10.107  -1.415 -11.595   1.766 0.320 10.100   7.7976   0.0257  -0.8639   0.250   0.600   5.441     -1
132.1597 24.8442   0.085 -19.483  21.977  3.217   2.159   2.469   10.747   0.874  -9.922   1.377 0.152 10.810   8.0749   0.0225  -1.3740   0.020   0.980   3.359      3
132.9097 26.1867   0.115 -20.673  20.491  2.660   2.942   2.574   10.872  -0.371 -11.292   1.644 0.035 11.242   9.5920   0.0326  -1.7904   0.160   0.710   3.810      5
132.7873 27.3559   0.120 -22.332  20.740  6.349   3.349   2.816   11.576  -0.446 -12.062   1.930 0.004 11.762  11.0367   0.0275  -5.9442   0.930   0.030   5.829     -1
132.7695 27.3507   0.119 -20.595  21.222  3.567   2.361   2.712   10.947  -0.242 -11.244   1.664 0.040 11.088  10.4453   0.0180  -2.7106   0.030   0.910   3.178     -1
133.5364 27.8771   0.087 -19.444  22.142  3.397   2.494   2.262   10.246  -0.184 -10.480   1.390 0.167 10.648   9.5570   0.0076  -4.3462   0.030   0.970   2.680      2
133.2737 27.3220   0.086 -20.777  20.323  2.725   2.438   2.478   10.927   0.680 -10.298   1.456 0.025 11.417   8.6425   0.0355  -1.3736   0.360   0.500   3.274      1
133.2220 27.2619   0.085 -20.603  21.050  3.518   2.183   1.813   10.497   0.451 -10.103   1.349 0.034 11.092   8.9214   0.0236  -1.2069   0.160   0.810   2.260      1
133.2536 25.2649   0.111 -21.085  20.974  4.046   2.251   2.025   10.802   0.457 -10.395   1.549 0.019 11.250   9.4037   0.0248  -2.2934   0.160   0.840   2.605      2
132.9112 25.3264   0.085 -20.204  19.871  1.702   3.050   2.233   10.531   0.003 -10.573   1.509 0.057 10.892   7.3041   0.0187  -2.3343   0.550   0.450   3.238      3
132.9839 25.3615   0.084 -19.431  22.005  3.187   2.458   1.832   10.022  -0.059 -10.140   1.310 0.168 10.364   3.9698   0.0078  -3.0765   0.010   0.990   2.294      1
133.7684 25.7641   0.113 -20.686  20.651  2.889   3.585   2.811   10.838  -1.058 -11.950   1.886 0.035 11.013  10.9832   0.0215  -5.5606   0.290   0.030   4.411     -1
135.3683 25.8714   0.083 -19.616  21.477  2.728   2.240   2.206   10.371   0.007 -10.407   1.454 0.127 10.447   2.0305   0.0350  -0.2142   0.150   0.770   3.548      2
134.6474 28.5516   0.135 -22.122  20.284  4.542   3.299   2.853   11.470  -0.595 -12.122   1.907 0.005 11.648  10.3600   0.0236  -3.0248   0.910   0.090   6.678     -1
135.9280 26.8389   0.084 -21.092  21.170  4.662   3.070   2.724   11.021  -0.654 -11.734   1.882 0.016 11.360  10.7584   0.0259  -7.2960   0.900   0.050   5.524      4
136.0408 26.8402   0.084 -20.694  21.276  4.075   2.764   2.154   10.631   0.378 -10.323   1.505 0.029 11.247   8.2310   0.0329  -3.9872   0.000   0.970   2.476     -1
138.2574 27.2794   0.082 -21.529  20.090  3.480   3.350   2.909   11.282  -0.867 -12.213   2.055 0.009 11.231   1.2950   0.0500   0.0000   0.900   0.040   6.466     -1
138.1340 28.9258   0.137 -21.432  20.099  3.026   3.146   2.839   11.172  -0.777 -11.971   1.912 0.015 11.498  10.9489   0.0409  -3.7941   0.730   0.270   5.396     -1
137.4575 29.3739   0.102 -20.616  20.236  2.356   2.973   2.777   10.874  -0.112 -11.036   1.842 0.035 10.969   8.1466   0.0417  -4.5314   0.820   0.160   6.028      2
137.4973 29.3549   0.102 -19.742  20.758  2.004   2.756   2.285   10.378  -0.324 -10.750   1.613 0.118 10.559   8.6437   0.0258  -1.2292   0.400   0.300   4.001      2
137.2367 29.0920   0.103 -21.655  20.890  5.135   3.013   2.869   11.326  -0.697 -12.076   2.010 0.008 11.488  11.0831   0.0281  -3.1530   0.880   0.080   6.073     -1
137.2969 28.9933   0.103 -20.838  21.059  3.807   2.272   1.768   10.658   0.712  -9.995   1.330 0.026 11.252  10.0915   0.0291  -2.3188   0.080   0.900   2.554      2
137.2577 29.0872   0.103 -20.381  20.127  2.008   2.594   2.815   10.867   0.049 -10.867   1.776 0.049 11.108  10.9917   0.0315  -2.9653   0.730   0.170   4.702      2
138.4106 30.5938   0.101 -20.163  21.349  3.200   2.444   2.393   10.566  -0.068 -10.699   1.595 0.066 10.859   6.9723   0.0246  -0.7025   0.160   0.760   3.925      2
138.9341 30.1561   0.130 -21.627  19.986  3.186   3.165   2.453   11.172   0.000 -11.225   1.579 0.010 11.542  11.5121   0.0148  -7.2790   0.050   0.090   3.479      4
138.9249 30.2006   0.129 -20.729  20.564  2.753   3.079   2.732   10.887  -0.769 -11.713   1.830 0.036 11.069   8.6815   0.0190  -6.9965   0.580   0.240   5.344     -1
138.9800 30.2142   0.129 -20.703  21.912  5.055   2.889   2.407   11.043   0.726 -10.364   1.472 0.037 11.252   7.7723   0.0193  -1.3878   0.120   0.300   4.188      2
138.7572 29.9371   0.131 -20.552  21.358  3.642   3.134   2.835   10.783  -0.353 -11.182   1.850 0.046 10.944   9.9951   0.0245  -8.8086   0.740   0.160   5.496      2
139.1374 30.2610   0.125 -21.265  20.880  4.104   2.882   2.490   11.104   0.319 -10.834   1.814 0.017 11.112   1.9556   0.0500  -0.1965   0.470   0.310   3.820      2
140.4171 28.0830   0.076 -21.075  20.366  3.242   3.152   2.618   10.953  -0.669 -11.680   1.802 0.016 11.258  10.0017   0.0312  -1.8377   0.730   0.210   5.263     -1
